text,label
false statements in application for a gun,Fraud
indicted for falsification,Fraud
arrested for fraudulently obtaining food or lodging,Fraud
indicted for uttering a false writing,Fraud
improper making of a forged financial statement,Fraud
false statements in application for a firearm,Fraud
fabricated illegal documents to deceive victim,Fraud
unsatisfactory forgery of documents,Fraud
having counterfeit documents to purchase a lead pipe,Fraud
arrested for making fictitious statement to purchase a firearm,Fraud
driving with untrue insurance,Fraud
arrested for selling unlawfully obtained wallet,Fraud
arrested for theft using deceptive means,Fraud
under suspicion of fraudulently obtaining food or lodging,Fraud
under suspicion of theft of check of a victim,Fraud
fraudulently used a stolen debit card to make a purchase,Fraud
indicted for money laundering,Fraud
charged with theft by check of a individual,Fraud
theft with deception,Fraud
attempting to commit fraud,Fraud
having fake documents to purchase a crossbow,Fraud
driving with forged insurance,Fraud
falsify business records,Fraud
illegal income tax violation,Fraud
submitted forged tax returns,Fraud
accused of fraudulent use of a telephone,Fraud
theft with swindle,Fraud
submitted fictitious tax returns,Fraud
failed to pay taxes due to state,Fraud
under suspicion of passing a bad check,Fraud
having untrue bank bills,Fraud
omitted to work after being paid,Fraud
operated a payment card scam at library,Fraud
accused of knowingly giving false information for monetary gain,Fraud
arrested for theft using deceptive means,Fraud
fraud,Fraud
under suspicion of theft using deceptive means,Fraud
arrested for uttering and publishing,Fraud
under suspicion of knowingly giving counterfeit information for profit,Fraud
falsifying paperwork to purchase a truck,Fraud
false statements in application for a handgun,Fraud
under suspicion of theft using deceptive means,Fraud
arrested for theft of check of a victim,Fraud
under suspicion of uttering a false writing,Fraud
conspiracy to commit fraud,Fraud
accused of committing financial fraud by falsifying documents,Fraud
charged with unauthorized use of a stolen bank card to purchase goods worth $15,Fraud
submitted fraudulent tax returns,Fraud
arrested for using checks with insufficient funds,Fraud
under suspicion of unauthorized use of a stolen atm card to purchase goods worth $45,Fraud
false application for driver's license or identity,Fraud
uttering a false statement and published forged documents,Fraud
charged with making fraudulent statement to purchase a firearm,Fraud
falsifying paperwork to purchase a firearm,Fraud
falsify business records,Fraud
accused of theft using deceptive means,Fraud
fabricated unsatisfactory documents to deceive person,Fraud
falsify business records,Fraud
defrauded a bystander out of money through false promises,Fraud
prohibited making of a untrue financial statement,Fraud
driving with a fictitious license,Fraud
fabricated wrongful documents to deceive manager,Fraud
theft with trickery,Fraud
arrested for uttering and publishing,Fraud
found with fabricated documents to purchase a crossbow,Fraud
arrested for theft using deceptive means,Fraud
"indicted for forging a public record, felony",Fraud
arrested for theft using deceptive means,Fraud
falsifying paperwork to purchase a metal knuckle,Fraud
accused of making untrue statement to purchase a firearm,Fraud
fraudulently used a stolen bank card to make a purchase,Fraud
arrested for criminal conversion of property,Fraud
arrested for payment card abuse,Fraud
charged with uttering and publishing,Fraud
neglected to pay taxes due to state,Fraud
arrested for criminal conversion of goods,Fraud
fraud,Fraud
false application for driver's license or identification,Fraud
accused of fraudulent use of a debit card,Fraud
fabricated prohibited documents to deceive shopkeeper,Fraud
indicted for giving false information to obtain a refund,Fraud
stealing from a employee by deceiving them,Fraud
carrying untrue bank bills,Fraud
unsatisfactory theft of check,Fraud
fraud,Fraud
indicted for fraudulent use of a telephone,Fraud
under suspicion of passing a bad check,Fraud
under suspicion of making untrue statement to purchase a firearm,Fraud
indicted for mail fraud,Fraud
improper forgery of documents,Fraud
improper income tax violation,Fraud
indicted for knowingly giving bogus information for financial gain,Fraud
did not file income tax,Fraud
neglected to file income tax,Fraud
"under suspicion of forging a public record, felony",Fraud
indicted for fraudulent use of a telephone,Fraud
unlawful conversion of merchandise,Fraud
"accused of forging a public record, felony",Fraud
arrested for passing a bad check,Fraud
under suspicion of money laundering,Fraud
"under suspicion of forging a public record, felony",Fraud
false application for driver's license or identification,Fraud
wrongful income tax violation,Fraud
carrying counterfeit bank bills,Fraud
indicted for credit card abuse,Fraud
charged with uttering and publishing,Fraud
false application for driver's license or personal identification,Fraud
under suspicion of mail fraud,Fraud
in possession of fraudulent instruments,Fraud
accused of atm card abuse,Fraud
falsifying paperwork to purchase a means of conveyance,Fraud
accused of mail fraud,Fraud
did not work after being paid,Fraud
stealing from a bystander by deceiving them,Fraud
defrauded a manager,Fraud
used fabricated currency at downtown area,Fraud
fraudulently used a stolen atm card to make a purchase,Fraud
submitted untrue tax returns,Fraud
falsify business records,Fraud
did not pay taxes due to state,Fraud
prohibited making of a fictitious financial statement,Fraud
accused of using checks with insufficient funds,Fraud
charged with theft by trickery,Fraud
"improper use of credit card under $1,500",Fraud
accused of giving false information to obtain a refund,Fraud
charged with theft by check of a person,Fraud
accused of passing a bad check,Fraud
indicted for theft of check of a shopkeeper,Fraud
indicted for uttering and publishing,Fraud
"charged with forging a public record, felony",Fraud
charged with money laundering,Fraud
defrauded a person out of money through false promises,Fraud
stealing from a employee by deceiving them,Fraud
accused of passing a bad check,Fraud
failure to pay taxes due to state,Fraud
under suspicion of fraudulent use of a bank card,Fraud
driving with a untrue license,Fraud
uttering a false statement and published forged documents,Fraud
arrested for making counterfeit statement to purchase a firearm,Fraud
"wrongful use of credit card under $1,500",Fraud
driving with fictitious insurance,Fraud
indicted for theft of check of a individual,Fraud
operated a credit card scam at busy area,Fraud
"arrested for forging a public record, felony",Fraud
charged with falsification,Fraud
indicted for fraudulent use of a telephone,Fraud
stealing from a employee by deceiving them,Fraud
falsifying paperwork to purchase a weapon,Fraud
theft with conning,Fraud
accused of retail fraud,Fraud
neglected to pay taxes due to state,Fraud
false statements in application for a firearm,Fraud
accused of giving false information to obtain a refund,Fraud
arrested for theft by conning,Fraud
falsify business records,Fraud
accused of credit card abuse,Fraud
defrauded a shopkeeper out of money through false promises,Fraud
theft with deception,Fraud
accused of falsifying statement to purchase vehicle insurance,Fraud
indicted for uttering and publishing,Fraud
operated a bank card scam at main street,Fraud
submitted false tax returns,Fraud
accused of theft using deceptive means,Fraud
fraudulently used a stolen bank card to make a purchase,Fraud
charged with fraudulent use of a telephone,Fraud
false application for driver's license or identity,Fraud
arrested for fraudulent use of a credit card,Fraud
banned forgery of documents,Fraud
charged with retail fraud,Fraud
arrested for theft of check of a victim,Fraud
accused of uttering a false writing,Fraud
false application for driver's license or personal identification,Fraud
"under suspicion of forging a public record, felony",Fraud
unlawful forgery of documents,Fraud
fraud,Fraud
charged with knowingly giving fictitious information for money,Fraud
false application for driver's license or id card,Fraud
using false bank bills,Fraud
under suspicion of bank card abuse,Fraud
theft with swindle,Fraud
accused of unauthorized use of a stolen credit card to purchase goods worth $250,Fraud
planned to commit fraud,Fraud
illegal conversion of wallet,Fraud
"accused of forging a public record, felony",Fraud
false application for driver's license or identification,Fraud
fraud,Fraud
arrested for mail fraud,Fraud
under suspicion of uttering a false writing,Fraud
fraudulently used a stolen atm card to make a purchase,Fraud
charged with money laundering,Fraud
attempting to commit fraud,Fraud
unlawful income tax violation,Fraud
driving with a bogus license,Fraud
driving with fictitious insurance,Fraud
operated a credit card scam at town hall,Fraud
illegal income tax violation,Fraud
charged with falsification,Fraud
charged with using checks with insufficient funds,Fraud
falsify business records,Fraud
accused of credit card abuse,Fraud
under suspicion of criminal conversion of wallet,Fraud
unlawful making of a fictitious financial statement,Fraud
defrauded a employee out of money through false promises,Fraud
false statements in application for a pistol,Fraud
under suspicion of credit card abuse,Fraud
falsify business records,Fraud
under suspicion of committing financial fraud by falsifying documents,Fraud
arrested for using a fabricated check,Fraud
under suspicion of selling unlawfully obtained property,Fraud
failed to pay taxes due to state,Fraud
falsify business records,Fraud
indicted for uttering and publishing,Fraud
submitted fictitious tax returns,Fraud
arrested for fraudulent use of a telephone,Fraud
falsifying paperwork to purchase a gun,Fraud
did not work after being paid,Fraud
submitted fictitious tax returns,Fraud
charged with using checks with insufficient funds,Fraud
uttering a false statement and published forged documents,Fraud
indicted for retail fraud,Fraud
possessing false documents to purchase a deadly weapon,Fraud
charged with theft by check of a shopkeeper,Fraud
driving with a fictitious license,Fraud
fraudulently used a stolen debit card to make a purchase,Fraud
failure to file income tax,Fraud
falsifying paperwork to purchase a truck,Fraud
under suspicion of theft by fraud,Fraud
neglected to file income tax,Fraud
driving with a bogus license,Fraud
under suspicion of theft by conning,Fraud
wrongful conversion of jewelry,Fraud
under suspicion of money laundering,Fraud
charged with theft of check of a shopkeeper,Fraud
attempting to commit fraud,Fraud
uttering a false statement and published forged documents,Fraud
having bogus instruments,Fraud
under suspicion of theft of check of a employee,Fraud
accused of using a counterfeit check,Fraud
accused of making untrue statement to purchase a firearm,Fraud
charged with fraudulently obtaining food or lodging,Fraud
fraudulently used a stolen credit card to make a purchase,Fraud
operated a credit card scam at school zone,Fraud
accused of theft by check of a employee,Fraud
falsifying paperwork to purchase a gun,Fraud
wrongful making of a untrue financial statement,Fraud
arrested for credit card abuse,Fraud
improper theft of check,Fraud
stealing from a bystander by deceiving them,Fraud
unsatisfactory making of a fabricated financial statement,Fraud
false application for driver's license or identity,Fraud
submitted forged tax returns,Fraud
showed a fictitious driver's license to a police agent,Fraud
falsify business records,Fraud
charged with falsifying statement to purchase car insurance,Fraud
under suspicion of theft using deceptive means,Fraud
accused of falsifying statement to purchase means of conveyance insurance,Fraud
under suspicion of uttering a false writing,Fraud
driving with a false license,Fraud
indicted for uttering a false writing,Fraud
unlawful conversion of property,Fraud
banned making of a untrue financial statement,Fraud
under suspicion of knowingly giving forged information for monetary gain,Fraud
prohibited income tax violation,Fraud
arrested for theft by conning,Fraud
defrauded a employee,Fraud
under suspicion of theft using deceptive means,Fraud
falsifying paperwork to purchase a automobile,Fraud
accused of selling unlawfully obtained valuables,Fraud
indicted for using a false check,Fraud
false statements in application for a automatic rifle,Fraud
indicted for fraudulent use of a telephone,Fraud
false statements in application for a automatic weapon,Fraud
fraud,Fraud
uttering a false statement and published forged documents,Fraud
arrested for knowingly giving fictitious information for money,Fraud
arrested for insurance fraud,Fraud
showed a fraudulent driver's license to a police agent,Fraud
theft with fraud,Fraud
defrauded a employee,Fraud
operated a credit card scam at courthouse,Fraud
under suspicion of using a bogus check,Fraud
using bogus instruments,Fraud
did not work after being paid,Fraud
indicted for falsifying statement to purchase vehicle insurance,Fraud
using false instruments,Fraud
under suspicion of mail fraud,Fraud
charged with using checks with insufficient funds,Fraud
indicted for selling unlawfully obtained merchandise,Fraud
false application for driver's license or personal identification,Fraud
charged with aggravated money laundry,Fraud
neglected to pay taxes due to state,Fraud
intended to commit fraud,Fraud
defrauded a individual,Fraud
arrested for theft by misrepresentation,Fraud
failure to pay taxes due to state,Fraud
"banned use of credit card under $1,500",Fraud
accused of theft by deception,Fraud
accused of criminal conversion of personal belongings,Fraud
did not pay taxes due to state,Fraud
falsifying paperwork to purchase a weapon,Fraud
charged with making counterfeit statement to purchase a firearm,Fraud
false application for driver's license or identity,Fraud
falsify business records,Fraud
under suspicion of theft of check of a shopkeeper,Fraud
charged with theft by check of a shopkeeper,Fraud
arrested for committing financial fraud by falsifying documents,Fraud
omitted to work after being paid,Fraud
planned to commit fraud,Fraud
theft with conning,Fraud
indicted for fraudulent use of a telephone,Fraud
indicted for retail fraud,Fraud
indicted for credit card abuse,Fraud
submitted fraudulent tax returns,Fraud
under suspicion of making fictitious statement to purchase a firearm,Fraud
failure to work after being paid,Fraud
charged with theft by misrepresentation,Fraud
submitted untrue tax returns,Fraud
driving with counterfeit insurance,Fraud
accused of retail fraud,Fraud
under suspicion of unauthorized use of a stolen debit card to purchase goods worth $15,Fraud
charged with uttering a false writing,Fraud
indicted for knowingly giving fraudulent information for monetary gain,Fraud
charged with unauthorized use of a stolen credit card to purchase goods worth $50-100,Fraud
accused of insurance fraud,Fraud
accused of passing a bad check,Fraud
driving with fictitious insurance,Fraud
driving with counterfeit insurance,Fraud
indicted for using a fake check,Fraud
accused of falsification,Fraud
defrauded a bystander,Fraud
accused of retail fraud,Fraud
indicted for uttering a false writing,Fraud
under suspicion of mail fraud,Fraud
uttering a false statement and published forged documents,Fraud
under suspicion of theft by fraud,Fraud
arrested for fraudulently obtaining food or lodging,Fraud
improper making of a fictitious financial statement,Fraud
showed a untrue driver's license to a officer,Fraud
false application for driver's license or personal identification,Fraud
fraudulently used a stolen credit card to make a purchase,Fraud
driving with counterfeit insurance,Fraud
arrested for using a fake check,Fraud
accused of serious money laundry,Fraud
under suspicion of making fictitious statement to purchase a firearm,Fraud
unsatisfactory making of a bogus financial statement,Fraud
false statements in application for a automatic weapon,Fraud
fraud,Fraud
prohibited conversion of handbag,Fraud
plotting to commit fraud,Fraud
"charged with forging a public record, felony",Fraud
under suspicion of uttering and publishing,Fraud
false application for driver's license or identification,Fraud
charged with committing financial fraud by falsifying documents,Fraud
uttering a false statement and published forged documents,Fraud
accused of knowingly giving fake information for money,Fraud
under suspicion of theft by check of a employee,Fraud
accused of fraudulently obtaining food or lodging,Fraud
unsatisfactory conversion of property,Fraud
false application for driver's license or id,Fraud
defrauded a person out of money through false promises,Fraud
indicted for falsification,Fraud
arrested for using checks with insufficient funds,Fraud
under suspicion of theft using deceptive means,Fraud
false statements in application for a gun,Fraud
arrested for using checks with insufficient funds,Fraud
possessing fictitious bank bills,Fraud
theft with swindle,Fraud
improper conversion of wallet,Fraud
accused of money laundering,Fraud
under suspicion of bank card abuse,Fraud
indicted for theft by check of a manager,Fraud
falsifying paperwork to purchase a crossbow,Fraud
accused of theft by check of a victim,Fraud
uttering a false statement and published forged documents,Fraud
fraud,Fraud
illegal forgery of documents,Fraud
possessing fictitious documents to purchase a firearm,Fraud
accused of selling unlawfully obtained valuables,Fraud
fraudulently used a stolen payment card to make a purchase,Fraud
charged with atm card abuse,Fraud
indicted for payment card abuse,Fraud
showed a counterfeit driver's license to a police officer,Fraud
indicted for theft by check of a shopkeeper,Fraud
wrongful theft of check,Fraud
accused of life-threatening money laundry,Fraud
accused of mail fraud,Fraud
conspiracy to commit fraud,Fraud
false application for driver's license or identity,Fraud
submitted forged tax returns,Fraud
arrested for committing financial fraud by falsifying documents,Fraud
arrested for falsification,Fraud
neglected to file income tax,Fraud
"prohibited use of credit card under $1,500",Fraud
operated a atm card scam at school zone,Fraud
false application for driver's license or identity,Fraud
indicted for criminal conversion of merchandise,Fraud
under suspicion of uttering a false writing,Fraud
neglected to work after being paid,Fraud
false statements in application for a pistol,Fraud
accused of selling unlawfully obtained jewelry,Fraud
unsatisfactory income tax violation,Fraud
charged with selling unlawfully obtained property,Fraud
arrested for making bogus statement to purchase a firearm,Fraud
indicted for corporal money laundry,Fraud
defrauded a person out of money through false promises,Fraud
charged with theft using deceptive means,Fraud
unsatisfactory theft of check,Fraud
fraud,Fraud
indicted for extreme money laundry,Fraud
indicted for theft by check of a employee,Fraud
showed a fabricated driver's license to a law enforcement agent,Fraud
prohibited income tax violation,Fraud
arrested for retail fraud,Fraud
falsify business records,Fraud
false statements in application for a automatic weapon,Fraud
arrested for theft using deceptive means,Fraud
arrested for selling unlawfully obtained electronics,Fraud
under suspicion of uttering a false writing,Fraud
fabricated improper documents to deceive bystander,Fraud
indicted for mail fraud,Fraud
charged with committing financial fraud by falsifying documents,Fraud
under suspicion of uttering and publishing,Fraud
under suspicion of making forged statement to purchase a firearm,Fraud
fabricated unsatisfactory documents to deceive person,Fraud
omitted to file income tax,Fraud
failed to pay taxes due to state,Fraud
arrested for credit card abuse,Fraud
arrested for passing a bad check,Fraud
false statements in application for a pistol,Fraud
accused of selling unlawfully obtained handbag,Fraud
driving with fabricated insurance,Fraud
arrested for knowingly giving fictitious information for monetary gain,Fraud
falsifying paperwork to purchase a gun,Fraud
under suspicion of theft by conning,Fraud
charged with retail fraud,Fraud
conspiracy to commit fraud,Fraud
charged with fraudulent use of a bank card,Fraud
failure to pay taxes due to state,Fraud
neglected to work after being paid,Fraud
omitted to file income tax,Fraud
under suspicion of falsifying statement to purchase automobile insurance,Fraud
accused of committing financial fraud by falsifying documents,Fraud
accused of theft using deceptive means,Fraud
indicted for theft by trickery,Fraud
indicted for using a fictitious check,Fraud
theft with swindle,Fraud
falsifying paperwork to purchase a motor vehicle,Fraud
accused of fraudulently obtaining food or lodging,Fraud
unlawful income tax violation,Fraud
charged with passing a bad check,Fraud
using bogus instruments,Fraud
"charged with forging a public record, felony",Fraud
defrauded a victim out of money through false promises,Fraud
failure to file income tax,Fraud
charged with passing a bad check,Fraud
uttering a false statement and published forged documents,Fraud
showed a fabricated driver's license to a law enforcement agent,Fraud
accused of using a false check,Fraud
under suspicion of mail fraud,Fraud
neglected to pay taxes due to state,Fraud
fraudulently used a stolen credit card to make a purchase,Fraud
under suspicion of theft using deceptive means,Fraud
driving with a forged license,Fraud
uttering a false statement and published forged documents,Fraud
unlawful theft of check,Fraud
defrauded a employee,Fraud
arrested for unauthorized use of a stolen credit card to purchase goods worth $250,Fraud
under suspicion of using checks with insufficient funds,Fraud
failed to file income tax,Fraud
"wrongful use of credit card under $1,500",Fraud
arrested for fraudulent use of a payment card,Fraud
arrested for committing financial fraud by falsifying documents,Fraud
defrauded a person out of money through false promises,Fraud
indicted for uttering a false writing,Fraud
charged with committing financial fraud by falsifying documents,Fraud
wrongful making of a untrue financial statement,Fraud
defrauded a employee out of money through false promises,Fraud
indicted for mail fraud,Fraud
having fictitious instruments,Fraud
failure to file income tax,Fraud
owning bogus instruments,Fraud
using untrue documents to purchase a firearm,Fraud
driving with fake insurance,Fraud
defrauded a person out of money through false promises,Fraud
false application for driver's license or id card,Fraud
accused of knowingly giving fake information for profit,Fraud
found with bogus documents to purchase a rifle,Fraud
indicted for falsification,Fraud
banned theft of check,Fraud
defrauded a bystander out of money through false promises,Fraud
under suspicion of uttering and publishing,Fraud
stealing from a person by deceiving them,Fraud
failure to file income tax,Fraud
accused of mail fraud,Fraud
false application for driver's license or identification,Fraud
charged with passing a bad check,Fraud
arrested for fraudulently obtaining food or lodging,Fraud
accused of committing financial fraud by falsifying documents,Fraud
charged with uttering a false writing,Fraud
accused of committing financial fraud by falsifying documents,Fraud
false statements in application for a handgun,Fraud
charged with committing financial fraud by falsifying documents,Fraud
under suspicion of extreme money laundry,Fraud
fraud,Fraud
charged with theft by check of a shopkeeper,Fraud
prohibited forgery of documents,Fraud
uttering a false statement and published forged documents,Fraud
under suspicion of money laundering,Fraud
found with false bank bills,Fraud
indicted for passing a bad check,Fraud
driving with a fictitious license,Fraud
under suspicion of theft by fraud,Fraud
unsatisfactory income tax violation,Fraud
falsifying paperwork to purchase a metal knuckle,Fraud
accused of uttering and publishing,Fraud
did not pay taxes due to state,Fraud
under suspicion of fraudulent use of a atm card,Fraud
"wrongful use of debit card under $1,500",Fraud
charged with fraudulently obtaining food or lodging,Fraud
prohibited forgery of documents,Fraud
accused of theft by check of a employee,Fraud
accused of falsification,Fraud
indicted for uttering and publishing,Fraud
driving with forged insurance,Fraud
under suspicion of passing a bad check,Fraud
used bogus currency at shopping street,Fraud
possessing fabricated instruments,Fraud
showed a bogus driver's license to a law enforcement agent,Fraud
banned theft of check,Fraud
accused of mail fraud,Fraud
charged with selling unlawfully obtained electronics,Fraud
under suspicion of knowingly giving fabricated information for economic benefit,Fraud
submitted fictitious tax returns,Fraud
accused of unauthorized use of a stolen atm card to purchase goods worth $750,Fraud
indicted for passing a bad check,Fraud
accused of money laundering,Fraud
charged with making fictitious statement to purchase a firearm,Fraud
submitted forged tax returns,Fraud
owning fabricated bank bills,Fraud
indicted for passing a bad check,Fraud
indicted for giving false information to obtain a refund,Fraud
stealing from a bystander by deceiving them,Fraud
falsify business records,Fraud
"improper use of atm card under $1,500",Fraud
indicted for theft by conning,Fraud
operated a payment card scam at busy area,Fraud
"under suspicion of forging a public record, felony",Fraud
fabricated improper documents to deceive individual,Fraud
wrongful making of a fictitious financial statement,Fraud
arrested for knowingly giving fictitious information for profit,Fraud
"prohibited use of bank card under $1,500",Fraud
defrauded a bystander,Fraud
driving with a fictitious license,Fraud
under suspicion of theft using deceptive means,Fraud
owning bogus documents to purchase a rifle,Fraud
indicted for mail fraud,Fraud
charged with using checks with insufficient funds,Fraud
indicted for making fake statement to purchase a firearm,Fraud
omitted to work after being paid,Fraud
used forged currency at courthouse,Fraud
accused of passing a bad check,Fraud
uttering a false statement and published forged documents,Fraud
wrongful income tax violation,Fraud
under suspicion of insurance fraud,Fraud
wrongful income tax violation,Fraud
stealing from a bystander by deceiving them,Fraud
charged with fraudulent use of a telephone,Fraud
accused of insurance fraud,Fraud
accused of insurance fraud,Fraud
arrested for uttering and publishing,Fraud
accused of mail fraud,Fraud
fraud,Fraud
indicted for insurance fraud,Fraud
solicitation to commit fraud,Fraud
fraud,Fraud
accused of passing a bad check,Fraud
theft with trickery,Fraud
driving with a bogus license,Fraud
theft with misrepresentation,Fraud
falsify business records,Fraud
false statements in application for a rifle,Fraud
arrested for making fictitious statement to purchase a firearm,Fraud
accused of major money laundry,Fraud
charged with theft by check of a employee,Fraud
improper conversion of merchandise,Fraud
arrested for uttering a false writing,Fraud
charged with uttering a false writing,Fraud
accused of selling unlawfully obtained merchandise,Fraud
wrongful income tax violation,Fraud
false application for driver's license or id,Fraud
"unlawful use of bank card under $1,500",Fraud
defrauded a manager out of money through false promises,Fraud
charged with fraudulently obtaining food or lodging,Fraud
used untrue currency at intersection,Fraud
arrested for unauthorized use of a stolen atm card to purchase goods worth $5 to 10,Fraud
showed a fraudulent driver's license to a police agent,Fraud
charged with falsifying statement to purchase motor vehicle insurance,Fraud
owning fake documents to purchase a handgun,Fraud
charged with theft using deceptive means,Fraud
failure to work after being paid,Fraud
under suspicion of major money laundry,Fraud
defrauded a employee out of money through false promises,Fraud
under suspicion of money laundering,Fraud
charged with uttering a false writing,Fraud
"arrested for forging a public record, felony",Fraud
charged with retail fraud,Fraud
charged with giving false information to obtain a refund,Fraud
fraudulently used a stolen credit card to make a purchase,Fraud
accused of unauthorized use of a stolen credit card to purchase goods worth $250,Fraud
fraud,Fraud
arrested for selling unlawfully obtained valuables,Fraud
omitted to pay taxes due to state,Fraud
uttering a false statement and published forged documents,Fraud
driving with false insurance,Fraud
indicted for falsifying statement to purchase motor vehicle insurance,Fraud
submitted counterfeit tax returns,Fraud
"arrested for forging a public record, felony",Fraud
in possession of untrue documents to purchase a weapon,Fraud
accused of uttering a false writing,Fraud
in possession of fraudulent instruments,Fraud
indicted for theft by misrepresentation,Fraud
accused of passing a bad check,Fraud
charged with theft using deceptive means,Fraud
"improper use of atm card under $1,500",Fraud
driving with a fake license,Fraud
prohibited theft of check,Fraud
charged with giving false information to obtain a refund,Fraud
found with false instruments,Fraud
charged with giving false information to obtain a refund,Fraud
charged with life-threatening money laundry,Fraud
illegal theft of check,Fraud
defrauded a bystander,Fraud
accused of retail fraud,Fraud
illegal conversion of electronics,Fraud
used counterfeit currency at courthouse,Fraud
arrested for falsification,Fraud
charged with mail fraud,Fraud
"accused of forging a public record, felony",Fraud
under suspicion of theft using deceptive means,Fraud
accused of insurance fraud,Fraud
used counterfeit currency at shopping street,Fraud
charged with extreme money laundry,Fraud
false statements in application for a automatic rifle,Fraud
fraud,Fraud
fraudulently used a stolen credit card to make a purchase,Fraud
false statements in application for a gun,Fraud
under suspicion of fraudulently obtaining food or lodging,Fraud
falsifying paperwork to purchase a lead pipe,Fraud
driving with bogus insurance,Fraud
indicted for uttering and publishing,Fraud
charged with giving false information to obtain a refund,Fraud
owning fake instruments,Fraud
fraud,Fraud
prohibited income tax violation,Fraud
under suspicion of falsifying statement to purchase motor vehicle insurance,Fraud
arrested for credit card abuse,Fraud
accused of giving false information to obtain a refund,Fraud
failed to file income tax,Fraud
accused of theft by check of a manager,Fraud
indicted for making untrue statement to purchase a firearm,Fraud
false application for driver's license or personal identification,Fraud
under suspicion of making fictitious statement to purchase a firearm,Fraud
having fictitious documents to purchase a weapon,Fraud
unsatisfactory making of a fictitious financial statement,Fraud
indicted for giving false information to obtain a refund,Fraud
stealing from a bystander by deceiving them,Fraud
arrested for using checks with insufficient funds,Fraud
prohibited forgery of documents,Fraud
under suspicion of using checks with insufficient funds,Fraud
defrauded a shopkeeper,Fraud
fraud,Fraud
banned making of a fake financial statement,Fraud
submitted untrue tax returns,Fraud
arrested for giving false information to obtain a refund,Fraud
charged with life-threatening money laundry,Fraud
accused of unauthorized use of a stolen payment card to purchase goods worth $5 to 10,Fraud
charged with theft using deceptive means,Fraud
falsifying paperwork to purchase a weapon,Fraud
accused of unauthorized use of a stolen atm card to purchase goods worth $5 to 10,Fraud
fabricated prohibited documents to deceive individual,Fraud
driving with bogus insurance,Fraud
"indicted for forging a public record, felony",Fraud
fraud,Fraud
accused of money laundering,Fraud
accused of falsifying statement to purchase motorcycle insurance,Fraud
having fabricated documents to purchase a knife,Fraud
"under suspicion of forging a public record, felony",Fraud
prohibited income tax violation,Fraud
charged with mail fraud,Fraud
theft with fraud,Fraud
unlawful income tax violation,Fraud
arrested for theft by check of a bystander,Fraud
indicted for uttering and publishing,Fraud
indicted for theft using deceptive means,Fraud
accused of using checks with insufficient funds,Fraud
stealing from a bystander by deceiving them,Fraud
using fictitious documents to purchase a handgun,Fraud
charged with selling unlawfully obtained merchandise,Fraud
used fraudulent currency at intersection,Fraud
indicted for knowingly giving forged information for financial gain,Fraud
wrongful income tax violation,Fraud
charged with theft using deceptive means,Fraud
unsatisfactory income tax violation,Fraud
showed a false driver's license to a police agent,Fraud
in possession of bogus bank bills,Fraud
accused of theft of check of a shopkeeper,Fraud
charged with uttering a false writing,Fraud
theft with conning,Fraud
under suspicion of corporal money laundry,Fraud
"accused of forging a public record, felony",Fraud
aiding and abetting to commit fraud,Fraud
used fraudulent currency at parking lot,Fraud
did not pay taxes due to state,Fraud
arrested for theft by check of a individual,Fraud
false statements in application for a firearm,Fraud
accused of selling unlawfully obtained jewelry,Fraud
charged with uttering and publishing,Fraud
fraud,Fraud
false statements in application for a gun,Fraud
arrested for using checks with insufficient funds,Fraud
unlawful conversion of valuables,Fraud
arrested for knowingly giving fictitious information for money,Fraud
defrauded a employee out of money through false promises,Fraud
using fictitious instruments,Fraud
under suspicion of fraudulently obtaining food or lodging,Fraud
defrauded a victim out of money through false promises,Fraud
used fictitious currency at school zone,Fraud
arrested for giving false information to obtain a refund,Fraud
false statements in application for a pistol,Fraud
indicted for mail fraud,Fraud
accused of fraudulently obtaining food or lodging,Fraud
unlawful theft of check,Fraud
accused of giving false information to obtain a refund,Fraud
falsifying paperwork to purchase a crossbow,Fraud
charged with aggravated money laundry,Fraud
indicted for passing a bad check,Fraud
neglected to pay taxes due to state,Fraud
indicted for theft by check of a manager,Fraud
did not file income tax,Fraud
indicted for fraudulently obtaining food or lodging,Fraud
fabricated unsatisfactory documents to deceive person,Fraud
defrauded a victim out of money through false promises,Fraud
"charged with forging a public record, felony",Fraud
"charged with forging a public record, felony",Fraud
indicted for falsifying statement to purchase motor vehicle insurance,Fraud
defrauded a individual out of money through false promises,Fraud
accused of uttering a false writing,Fraud
defrauded a manager out of money through false promises,Fraud
driving with a untrue license,Fraud
owning untrue instruments,Fraud
"banned use of credit card under $1,500",Fraud
omitted to pay taxes due to state,Fraud
accused of theft by trickery,Fraud
arrested for theft of check of a victim,Fraud
"charged with forging a public record, felony",Fraud
theft with swindle,Fraud
theft with deception,Fraud
submitted forged tax returns,Fraud
banned theft of check,Fraud
accused of debit card abuse,Fraud
stealing from a bystander by deceiving them,Fraud
unsatisfactory income tax violation,Fraud
under suspicion of criminal conversion of personal belongings,Fraud
arrested for using checks with insufficient funds,Fraud
driving with a fictitious license,Fraud
under suspicion of theft by check of a bystander,Fraud
illegal theft of check,Fraud
accused of making fake statement to purchase a firearm,Fraud
arrested for selling unlawfully obtained wallet,Fraud
false application for driver's license or identity,Fraud
driving with bogus insurance,Fraud
falsifying paperwork to purchase a handgun,Fraud
did not file income tax,Fraud
indicted for fraudulent use of a telephone,Fraud
charged with theft using deceptive means,Fraud
